City_Code,Accomodation_Type,Reco_Insurance_Type,Is_Spouse,Health Indicator,Holding_Policy_Duration,Holding_Policy_Type,Reco_Policy_Cat,Reco_Policy_Premium,Response,Age
C19,Rented,Individual,No,X1,5.0,3.0,2,3732.0,0,22
C10,Owned,Individual,No,X3,15.0,1.0,22,12220.0,0,43
C1,Rented,Individual,No,X1,5.0,3.0,22,10896.0,0,23
C2,Owned,Joint,No,X4,7.0,1.0,2,16824.0,0,33
C2,Owned,Individual,No,X2,15.0,2.0,17,18912.0,0,63
C19,Owned,Individual,No,X4,2.0,1.0,19,6290.0,0,25
C1,Rented,Individual,No,X3,5.0,3.0,18,9792.0,0,28
C1,Owned,Individual,No,X2,5.0,3.0,16,18450.0,0,73
C3,Owned,Individual,No,X2,15.0,4.0,4,16324.0,0,66
C3,Owned,Individual,No,X1,2.0,3.0,5,15816.0,1,43
C2,Rented,Individual,No,X3,5.0,3.0,13,12150.0,0,37
C30,Owned,Individual,No,X1,15.0,3.0,18,13000.0,0,56
C3,Rented,Individual,No,X3,1.0,1.0,16,13392.0,0,51
C3,Owned,Individual,No,X3,15.0,3.0,18,15626.0,0,46
C3,Owned,Joint,Yes,X1,6.0,1.0,12,26922.0,0,54
C2,Rented,Individual,No,X1,5.0,3.0,22,11584.0,0,20
C8,Rented,Individual,No,X2,6.0,3.0,12,16828.0,1,54
C9,Owned,Joint,No,X1,5.0,3.0,4,21638.4,0,48
C18,Rented,Individual,No,X1,5.0,3.0,16,9562.0,0,37
C29,Rented,Individual,No,X1,5.0,3.0,15,11638.0,1,53
C1,Owned,Joint,Yes,X2,7.0,3.0,20,25480.0,0,72
C4,Rented,Individual,No,X1,5.0,3.0,22,7728.0,1,26
C1,Rented,Individual,No,X2,2.0,1.0,19,9296.0,1,36
C9,Owned,Individual,No,X1,5.0,3.0,19,7716.0,1,25
C28,Rented,Individual,No,X4,5.0,3.0,20,9688.0,0,25
C1,Rented,Joint,Yes,X2,13.0,3.0,22,16184.0,0,51
C8,Rented,Individual,No,X1,5.0,3.0,16,8904.0,1,43
C4,Owned,Individual,No,X2,2.0,1.0,20,5480.0,1,29
C9,Owned,Individual,No,X1,13.0,2.0,16,19530.0,1,67
C3,Owned,Individual,No,X1,15.0,3.0,21,12620.0,0,47
C17,Rented,Individual,No,X1,5.0,3.0,1,9424.0,0,22
C1,Rented,Individual,No,X2,5.0,3.0,17,7824.0,0,24
C4,Owned,Individual,No,X2,5.0,3.0,8,20298.0,1,75
C2,Owned,Joint,Yes,X4,15.0,4.0,22,16080.0,1,48
C6,Owned,Individual,No,X2,5.0,3.0,13,3408.0,0,24
C2,Owned,Individual,No,X4,3.0,2.0,22,6130.0,0,31
C2,Owned,Individual,No,X1,5.0,3.0,22,3930.0,0,19
C1,Rented,Individual,No,X2,5.0,3.0,19,7872.0,0,25
C1,Owned,Individual,No,X1,5.0,3.0,16,15624.0,0,66
C13,Rented,Individual,No,X1,5.0,3.0,22,18870.0,0,58
C25,Owned,Individual,No,X4,2.0,3.0,16,11500.0,0,41
C2,Rented,Individual,No,X1,5.0,3.0,11,10400.0,0,23
C1,Owned,Individual,No,X3,15.0,3.0,21,15512.0,0,61
C10,Rented,Individual,No,X3,5.0,3.0,2,13100.0,0,47
C26,Rented,Individual,No,X1,5.0,3.0,2,6200.0,0,28
C16,Rented,Individual,No,X1,5.0,3.0,17,11232.0,0,27
C13,Rented,Individual,No,X2,5.0,3.0,21,7032.0,0,39
C24,Rented,Individual,No,X2,4.0,1.0,16,4224.0,0,24
C7,Owned,Joint,Yes,X5,5.0,3.0,14,32659.2,0,70
C1,Rented,Individual,No,X2,3.0,3.0,7,13420.0,0,54
C18,Owned,Individual,No,X4,5.0,3.0,15,16296.0,0,68
C4,Owned,Individual,No,X1,5.0,3.0,10,7668.0,0,24
C18,Rented,Individual,No,X1,5.0,3.0,16,11040.0,1,20
C2,Rented,Individual,No,X3,5.0,3.0,3,11024.0,0,23
C1,Owned,Individual,No,X2,1.0,4.0,22,17640.0,0,75
C2,Owned,Individual,No,X3,3.0,3.0,22,14482.0,0,53
C3,Rented,Individual,No,X4,2.0,2.0,16,6220.0,0,32
C8,Owned,Joint,Yes,X1,4.0,4.0,1,22428.0,0,68
C7,Rented,Individual,No,X1,7.0,3.0,17,5960.0,0,29
C1,Owned,Individual,No,X5,15.0,3.0,21,16828.0,0,75
C1,Rented,Individual,No,X1,6.0,4.0,20,11142.0,1,26
C17,Owned,Individual,No,X3,15.0,3.0,12,12792.0,0,62
C3,Rented,Individual,No,X3,5.0,3.0,16,20352.0,0,61
C15,Owned,Joint,Yes,X4,6.0,1.0,22,25728.0,0,56
C8,Owned,Individual,No,X1,10.0,2.0,1,9666.0,0,37
C3,Owned,Individual,No,X1,2.0,1.0,2,8208.0,1,22
C3,Owned,Joint,Yes,X3,9.0,3.0,10,21672.0,0,59
C21,Owned,Individual,No,X3,5.0,3.0,20,14640.0,1,67
C20,Rented,Individual,No,X1,5.0,3.0,17,5096.0,0,24
C2,Owned,Individual,No,X1,6.0,3.0,3,21852.0,1,75
C14,Rented,Individual,No,X2,2.0,1.0,13,10448.0,0,29
C1,Rented,Individual,No,X1,7.0,3.0,8,12820.0,0,46
C2,Owned,Joint,Yes,X2,5.0,3.0,21,30447.0,0,68
C3,Rented,Individual,No,X4,5.0,3.0,10,13948.0,1,46
C23,Rented,Individual,No,X1,5.0,3.0,20,9282.0,0,23
C3,Owned,Joint,Yes,X4,13.0,1.0,19,32304.0,0,57
C10,Owned,Individual,No,X6,15.0,4.0,18,14794.0,0,70
C2,Owned,Individual,No,X1,1.0,3.0,3,18228.0,0,60
C2,Owned,Individual,No,X2,15.0,2.0,17,14064.0,0,44
C20,Rented,Individual,No,X1,2.0,1.0,22,6040.0,1,23
C2,Owned,Joint,Yes,X1,15.0,4.0,14,25584.0,0,66
C2,Rented,Individual,No,X3,2.0,3.0,21,8512.0,0,27
C9,Owned,Individual,No,X4,5.0,3.0,7,11760.0,0,52
C36,Rented,Individual,No,X2,1.0,1.0,21,11898.0,0,42
C18,Owned,Individual,No,X1,13.0,1.0,15,17728.0,0,67
C17,Owned,Individual,No,X4,2.0,1.0,1,6130.0,0,29
C3,Owned,Individual,No,X1,5.0,3.0,18,21568.0,1,73
C8,Owned,Individual,No,X1,7.0,3.0,1,6070.0,0,33
C2,Owned,Individual,No,X2,15.0,1.0,16,19104.0,0,60
C1,Owned,Individual,No,X2,13.0,3.0,21,15840.0,1,46
C10,Rented,Individual,No,X2,5.0,3.0,18,9478.0,0,22
C2,Owned,Individual,No,X1,13.0,3.0,14,9664.0,0,41
C23,Rented,Individual,No,X1,5.0,3.0,13,15596.0,0,52
C10,Owned,Individual,No,X9,1.0,3.0,6,8834.0,0,34
C20,Rented,Individual,No,X3,5.0,3.0,15,8624.0,1,22
C2,Owned,Individual,No,X5,5.0,3.0,18,8918.0,0,37
C19,Owned,Individual,No,X2,7.0,1.0,19,18368.0,1,51
C3,Rented,Individual,No,X1,5.0,3.0,16,11070.0,0,49
C2,Owned,Individual,No,X1,6.0,4.0,14,13676.0,0,61
C26,Rented,Individual,No,X1,2.0,2.0,17,13620.0,0,36
C14,Rented,Individual,No,X4,1.0,1.0,16,5320.0,0,21
C4,Owned,Individual,No,X3,5.0,3.0,21,17760.0,0,75
C5,Rented,Individual,No,X1,5.0,3.0,1,17430.0,0,58
C3,Rented,Joint,Yes,X2,1.0,1.0,19,20190.0,1,55
C11,Owned,Individual,No,X3,5.0,3.0,17,11520.0,0,41
C7,Rented,Individual,No,X1,15.0,2.0,13,19686.0,0,75
C4,Owned,Individual,No,X1,7.0,2.0,21,13112.0,1,52
C11,Rented,Individual,No,X1,2.0,4.0,22,4386.0,0,23
C1,Owned,Individual,No,X3,11.0,1.0,16,14718.0,0,57
C1,Rented,Individual,No,X3,1.0,2.0,17,23004.0,0,71
C3,Owned,Individual,No,X1,7.0,1.0,19,16272.0,0,61
C14,Rented,Joint,Yes,X1,2.0,3.0,18,13272.0,0,34
C4,Rented,Individual,No,X6,5.0,3.0,18,4992.0,0,25
C26,Rented,Individual,No,X1,1.0,3.0,22,23120.0,1,66
C1,Owned,Individual,No,X5,15.0,4.0,15,15964.0,0,48
C1,Rented,Individual,No,X3,5.0,3.0,2,20160.0,0,57
C2,Rented,Individual,No,X1,5.0,3.0,13,4392.0,0,19
C3,Rented,Individual,No,X3,5.0,3.0,18,9016.0,0,30
C1,Owned,Joint,Yes,X1,3.0,3.0,5,17967.6,0,53
C4,Owned,Individual,No,X1,9.0,2.0,21,9968.0,0,29
C9,Owned,Individual,No,X4,5.0,3.0,22,7596.0,1,25
C7,Rented,Individual,No,X3,5.0,3.0,13,8456.0,0,22
C2,Owned,Joint,Yes,X1,15.0,3.0,21,26325.0,0,60
C1,Owned,Individual,No,X4,5.0,3.0,20,11484.0,0,26
C7,Owned,Individual,No,X1,5.0,3.0,19,11790.0,0,28
C2,Owned,Joint,Yes,X1,5.0,3.0,22,12485.2,0,43
C1,Rented,Individual,No,X1,5.0,3.0,19,9744.0,0,24
C2,Owned,Joint,Yes,X1,9.0,1.0,22,18073.6,0,43
C13,Owned,Individual,No,X1,3.0,2.0,21,11736.0,0,43
C1,Owned,Joint,Yes,X1,11.0,3.0,13,24578.4,0,75
C2,Owned,Joint,Yes,X1,3.0,3.0,22,13524.0,0,32
C3,Owned,Individual,No,X4,2.0,1.0,16,9520.0,0,40
C2,Rented,Individual,No,X6,5.0,3.0,17,3606.0,0,24
C9,Owned,Joint,Yes,X1,6.0,3.0,21,30361.6,0,68
C2,Rented,Individual,No,X1,5.0,3.0,22,6760.0,0,26
C9,Owned,Individual,No,X1,1.0,3.0,21,18340.0,0,59
C12,Rented,Individual,No,X2,1.0,1.0,19,14784.0,0,37
C19,Owned,Joint,Yes,X6,5.0,3.0,1,23004.8,0,54
C1,Owned,Joint,Yes,X1,3.0,4.0,22,24990.0,0,61
C7,Owned,Individual,No,X1,5.0,3.0,13,14640.0,0,41
C2,Owned,Joint,Yes,X8,5.0,3.0,18,25166.4,0,75
C9,Rented,Joint,Yes,X2,2.0,3.0,5,19712.0,1,56
C29,Owned,Individual,No,X1,3.0,1.0,6,8768.0,0,24
C2,Rented,Individual,No,X4,5.0,3.0,18,8628.0,0,20
C3,Rented,Individual,No,X1,5.0,1.0,16,15114.0,0,48
C2,Owned,Individual,No,X1,7.0,1.0,13,17394.0,0,74
C4,Owned,Individual,No,X1,3.0,3.0,18,10962.0,0,51
C1,Rented,Individual,No,X1,3.0,4.0,22,7830.0,0,24
C3,Owned,Individual,No,X1,3.0,1.0,16,11070.0,0,32
C9,Owned,Individual,No,X2,5.0,3.0,22,10816.0,0,43
C2,Owned,Joint,Yes,X4,8.0,4.0,17,28260.0,1,57
C2,Owned,Individual,No,X3,7.0,4.0,15,9040.0,0,27
C14,Owned,Individual,No,X4,9.0,2.0,20,17130.0,0,68
C1,Rented,Individual,No,X1,5.0,3.0,19,7860.0,1,26
C1,Owned,Joint,Yes,X2,1.0,1.0,21,31590.0,0,62
C10,Owned,Joint,Yes,X1,15.0,3.0,18,28246.4,0,47
C18,Rented,Joint,Yes,X1,3.0,2.0,1,12275.2,0,40
C3,Owned,Individual,No,X4,2.0,1.0,15,6200.0,0,29
C13,Rented,Individual,No,X3,4.0,2.0,17,16884.0,0,58
C4,Owned,Joint,No,X3,5.0,3.0,22,24460.8,0,41
C2,Owned,Individual,No,X1,5.0,3.0,22,20760.0,1,60
C3,Owned,Joint,Yes,X1,5.0,3.0,15,19000.8,0,69
C1,Owned,Joint,Yes,X3,15.0,2.0,21,23462.4,0,68
C16,Rented,Individual,No,X3,5.0,3.0,22,11268.0,0,38
C1,Rented,Individual,No,X1,15.0,3.0,8,15096.0,1,63
C2,Rented,Individual,No,X3,4.0,3.0,12,11304.0,1,28
C29,Owned,Individual,No,X2,2.0,3.0,6,7020.0,1,30
C7,Rented,Individual,No,X2,5.0,3.0,19,12204.0,0,52
C4,Owned,Individual,No,X1,5.0,3.0,22,9184.0,0,28
C2,Rented,Individual,No,X2,5.0,3.0,21,6740.0,0,24
C2,Rented,Individual,No,X1,2.0,1.0,17,6340.0,0,31
C8,Rented,Individual,No,X1,1.0,2.0,20,14212.0,1,58
C2,Owned,Joint,Yes,X1,5.0,3.0,21,18592.0,1,54
C1,Owned,Joint,Yes,X2,9.0,1.0,19,18715.2,1,68
C12,Rented,Individual,No,X1,5.0,3.0,2,22950.0,0,75
C3,Rented,Individual,No,X1,5.0,3.0,18,6720.0,0,23
C6,Rented,Individual,No,X1,1.0,3.0,13,9828.0,0,35
C14,Rented,Individual,No,X1,2.0,2.0,13,5224.0,1,29
C4,Rented,Individual,No,X3,4.0,3.0,12,11720.0,0,43
C13,Rented,Individual,No,X2,5.0,3.0,10,12760.0,0,51
C1,Owned,Joint,Yes,X1,2.0,3.0,12,29747.2,0,71
C1,Owned,Joint,No,X1,4.0,1.0,15,21159.6,1,45
C18,Owned,Individual,No,X1,1.0,2.0,6,9372.0,0,28
C21,Rented,Individual,No,X1,5.0,3.0,15,4872.0,0,25
C1,Owned,Individual,No,X2,13.0,4.0,7,16952.0,1,55
C13,Rented,Individual,No,X2,5.0,3.0,12,4216.0,0,24
C19,Owned,Individual,No,X1,1.0,1.0,1,15860.0,0,62
C17,Owned,Individual,No,X2,3.0,1.0,19,7536.0,0,38
C3,Rented,Individual,No,X3,1.0,1.0,19,12024.0,1,27
C1,Owned,Individual,No,X2,6.0,1.0,19,18312.0,0,75
C4,Rented,Individual,No,X1,15.0,3.0,8,14640.0,0,65
C20,Owned,Individual,No,X1,2.0,4.0,16,15886.0,0,48
C4,Owned,Individual,No,X3,2.0,3.0,18,11760.0,0,38
C6,Rented,Individual,No,X1,1.0,2.0,18,10048.0,0,30
C29,Rented,Individual,No,X3,5.0,3.0,4,6840.0,0,25
C2,Owned,Individual,No,X4,5.0,3.0,3,12960.0,0,44
C1,Owned,Individual,No,X4,5.0,3.0,21,21590.0,0,65
C2,Rented,Individual,No,X5,5.0,3.0,11,9170.0,0,25
C3,Owned,Individual,No,X1,5.0,3.0,12,10818.0,1,32
C18,Owned,Joint,Yes,X2,5.0,3.0,22,21021.0,0,50
C1,Owned,Individual,No,X1,10.0,4.0,22,16710.0,0,67
C7,Owned,Joint,Yes,X1,10.0,2.0,2,21158.4,0,55
C19,Owned,Individual,No,X2,5.0,3.0,2,13112.0,0,50
C15,Rented,Individual,No,X6,1.0,1.0,12,9436.0,0,23
C28,Owned,Joint,Yes,X2,3.0,1.0,16,9036.8,0,29
C14,Rented,Individual,No,X1,5.0,3.0,20,8862.0,0,27
C2,Owned,Individual,No,X4,9.0,4.0,3,9904.0,0,49
C1,Owned,Joint,Yes,X2,15.0,4.0,22,22464.0,0,58
C28,Rented,Individual,No,X1,5.0,3.0,21,9422.0,0,24
C26,Rented,Individual,No,X1,2.0,2.0,1,5344.0,0,22
C1,Rented,Individual,No,X3,5.0,3.0,17,8848.0,0,32
C4,Rented,Individual,No,X3,1.0,3.0,1,7910.0,0,21
C6,Owned,Individual,No,X1,5.0,3.0,21,10854.0,0,33
C3,Rented,Individual,No,X3,2.0,3.0,18,8680.0,0,24
C27,Owned,Individual,No,X1,5.0,3.0,4,5288.0,0,22
C3,Owned,Individual,No,X4,5.0,3.0,2,15392.0,0,61
C3,Owned,Individual,No,X1,2.0,1.0,21,10052.0,0,35
C1,Rented,Individual,No,X2,5.0,3.0,22,5152.0,0,22
C1,Owned,Joint,Yes,X4,10.0,1.0,19,33480.0,0,70
C1,Owned,Joint,Yes,X4,2.0,4.0,2,27495.0,0,70
C4,Owned,Individual,No,X1,5.0,3.0,22,8932.0,0,19
C2,Owned,Individual,No,X1,10.0,3.0,14,17792.0,0,63
C24,Rented,Individual,No,X1,5.0,3.0,18,19260.0,0,61
C12,Owned,Individual,No,X1,6.0,2.0,19,11970.0,1,47
C13,Rented,Individual,No,X1,5.0,3.0,4,6000.0,0,21
C18,Owned,Joint,Yes,X2,5.0,3.0,20,16604.0,0,58
C1,Rented,Joint,Yes,X1,5.0,3.0,21,5779.2,0,20
C8,Rented,Individual,No,X1,4.0,3.0,18,22032.0,1,75
C5,Rented,Individual,No,X6,5.0,3.0,21,13900.0,0,47
C1,Owned,Individual,No,X3,5.0,3.0,21,20190.0,0,73
C19,Owned,Joint,Yes,X2,8.0,1.0,1,27465.2,0,72
C4,Rented,Individual,No,X2,5.0,3.0,9,8806.0,0,37
C18,Rented,Individual,No,X4,15.0,2.0,19,21658.0,0,67
C7,Owned,Individual,No,X1,2.0,1.0,22,16718.0,0,61
C3,Rented,Individual,No,X1,3.0,1.0,2,8932.0,0,31
C6,Owned,Individual,No,X1,4.0,2.0,22,20192.0,1,75
C9,Owned,Individual,No,X4,3.0,3.0,4,11808.0,0,40
C1,Rented,Individual,No,X4,3.0,1.0,16,16716.0,0,58
C8,Rented,Individual,No,X2,5.0,3.0,18,6830.0,1,29
C23,Rented,Individual,No,X1,2.0,1.0,18,9534.0,0,22
C2,Rented,Joint,No,X1,15.0,1.0,12,28368.0,1,74
C3,Owned,Individual,No,X6,15.0,3.0,14,15960.0,0,67
C4,Rented,Individual,No,X1,2.0,3.0,12,8816.0,1,22
C8,Rented,Individual,No,X3,5.0,3.0,19,11394.0,1,43
C6,Owned,Individual,No,X1,5.0,3.0,21,13662.0,0,35
C2,Owned,Joint,Yes,X1,5.0,3.0,21,24297.0,0,47
C3,Rented,Individual,No,X2,1.0,1.0,16,10352.0,0,26
C3,Owned,Individual,No,X4,5.0,3.0,16,7380.0,0,23
C1,Owned,Individual,No,X1,13.0,1.0,19,13310.0,0,63
C7,Owned,Individual,No,X1,8.0,1.0,19,11580.0,0,54
C17,Rented,Individual,No,X1,5.0,3.0,1,5630.0,0,23
C5,Rented,Individual,No,X1,5.0,3.0,1,5328.0,0,20
C29,Rented,Joint,Yes,X1,7.0,3.0,14,8850.0,0,27
C3,Rented,Individual,No,X3,3.0,3.0,9,5168.0,0,26
C9,Rented,Individual,No,X1,3.0,1.0,4,9920.0,1,32
C3,Rented,Individual,No,X3,5.0,3.0,21,12816.0,0,30
C4,Owned,Individual,No,X4,6.0,3.0,21,10768.0,0,43
C1,Owned,Individual,No,X3,10.0,3.0,18,15496.0,0,72
C4,Owned,Joint,Yes,X2,4.0,4.0,17,23790.0,1,46
C20,Rented,Individual,No,X1,5.0,3.0,15,8302.0,1,19
C1,Rented,Individual,No,X5,5.0,3.0,19,11592.0,0,26
C3,Owned,Individual,No,X1,5.0,3.0,1,19968.0,0,72
C1,Owned,Individual,No,X1,15.0,1.0,18,12192.0,0,43
C7,Rented,Joint,Yes,X1,5.0,3.0,14,21772.8,0,50
C1,Owned,Individual,No,X3,5.0,3.0,20,9366.0,0,30
C2,Owned,Individual,No,X1,5.0,3.0,11,12870.0,0,38
C4,Rented,Individual,No,X3,5.0,3.0,22,7488.0,1,23
C9,Rented,Individual,No,X1,4.0,1.0,4,6240.0,0,31
C1,Rented,Individual,No,X1,3.0,3.0,18,12384.0,0,25
C10,Rented,Individual,No,X2,2.0,1.0,18,8388.0,0,35
C21,Rented,Individual,No,X1,5.0,3.0,13,3690.0,0,24
C1,Owned,Individual,No,X1,6.0,4.0,7,18624.0,0,64
C1,Owned,Individual,No,X2,2.0,1.0,16,18900.0,0,60
C3,Rented,Individual,No,X2,3.0,1.0,16,7584.0,0,24
C1,Owned,Joint,Yes,X2,15.0,1.0,19,23056.0,0,62
C2,Rented,Individual,No,X2,1.0,2.0,13,11016.0,0,25
C4,Owned,Individual,No,X1,1.0,3.0,21,10624.0,0,46
C8,Rented,Individual,No,X2,5.0,1.0,16,14476.0,1,51
C3,Rented,Individual,No,X3,12.0,1.0,12,16484.0,0,47
C3,Rented,Individual,No,X1,5.0,3.0,14,5104.0,1,25
C2,Rented,Individual,No,X4,12.0,3.0,21,10832.0,0,41
C8,Owned,Individual,No,X2,9.0,3.0,18,22824.0,0,75
C29,Rented,Individual,No,X1,2.0,3.0,15,10710.0,0,41
C19,Rented,Joint,Yes,X2,1.0,1.0,16,24840.0,1,53
C11,Rented,Individual,No,X1,5.0,3.0,14,8246.0,0,22
C1,Owned,Individual,No,X1,7.0,2.0,7,17850.0,0,67
C22,Owned,Individual,No,X1,9.0,4.0,17,10048.0,1,44
C3,Rented,Individual,No,X2,1.0,3.0,12,4960.0,0,28
C3,Owned,Individual,No,X1,6.0,2.0,2,15008.0,0,56
C2,Rented,Individual,No,X2,15.0,2.0,17,12300.0,0,48
C11,Rented,Individual,No,X1,4.0,3.0,15,12210.0,1,59
C4,Owned,Individual,No,X2,15.0,3.0,19,16458.0,0,60
C4,Owned,Individual,No,X2,5.0,3.0,21,3630.0,0,24
C1,Owned,Individual,No,X1,7.0,3.0,2,20638.0,0,70
C4,Rented,Individual,No,X2,8.0,1.0,2,6696.0,0,33
C2,Owned,Individual,No,X2,3.0,3.0,18,15466.0,0,49
C2,Rented,Individual,No,X1,1.0,3.0,3,20384.0,0,68
C13,Owned,Individual,No,X2,11.0,2.0,20,11034.0,1,53
C17,Rented,Individual,No,X2,8.0,2.0,22,7152.0,0,32
C1,Owned,Joint,Yes,X1,15.0,3.0,18,41529.6,0,75
C1,Owned,Joint,Yes,X1,7.0,3.0,5,27865.6,0,67
C3,Rented,Individual,No,X2,5.0,3.0,19,9184.0,1,24
C28,Rented,Individual,No,X2,5.0,3.0,1,7728.0,0,19
C26,Owned,Individual,No,X1,15.0,3.0,21,15096.0,1,54
C23,Rented,Individual,No,X1,4.0,3.0,21,6060.0,0,28
C4,Owned,Individual,No,X2,7.0,1.0,21,9632.0,0,38
C6,Rented,Individual,No,X3,14.0,2.0,13,15456.0,0,50
C4,Owned,Individual,No,X1,9.0,3.0,22,16068.0,0,63
C5,Rented,Individual,No,X1,5.0,3.0,22,15960.0,1,43
C6,Owned,Individual,No,X6,1.0,3.0,22,14872.0,0,58
C21,Rented,Individual,No,X2,2.0,4.0,2,12100.0,0,33
C14,Rented,Individual,No,X1,11.0,4.0,22,7368.0,0,35
C9,Rented,Individual,No,X1,1.0,3.0,4,20760.0,0,65
C15,Owned,Individual,No,X1,5.0,1.0,16,19068.0,1,58
C1,Owned,Joint,Yes,X1,1.0,3.0,19,29184.0,0,72
C1,Owned,Individual,No,X3,2.0,2.0,22,9058.0,0,40
C1,Rented,Individual,No,X1,14.0,1.0,19,8652.0,0,42
C10,Rented,Individual,No,X3,1.0,2.0,21,16328.0,0,45
C13,Rented,Individual,No,X1,15.0,3.0,6,19296.0,1,75
C1,Rented,Joint,Yes,X4,15.0,1.0,16,20496.0,0,41
C1,Rented,Individual,No,X1,5.0,3.0,19,11920.0,0,40
C4,Owned,Joint,Yes,X2,5.0,3.0,16,22246.4,0,50
C20,Rented,Individual,No,X1,5.0,3.0,22,9600.0,0,23
C1,Rented,Individual,No,X1,5.0,3.0,20,6680.0,0,21
C3,Rented,Individual,No,X1,5.0,3.0,18,7560.0,0,21
C2,Owned,Individual,No,X2,9.0,3.0,11,11980.0,0,43
C14,Owned,Joint,No,X3,15.0,4.0,20,24687.0,0,53
C23,Rented,Individual,No,X4,5.0,3.0,18,5248.0,1,28
C24,Rented,Joint,Yes,X2,6.0,2.0,17,23868.0,0,40
C11,Rented,Individual,No,X4,5.0,3.0,6,17160.0,0,74
C8,Owned,Joint,Yes,X4,9.0,3.0,22,28665.0,1,70
C2,Rented,Individual,No,X1,5.0,3.0,18,7020.0,0,23
C18,Owned,Joint,Yes,X1,1.0,3.0,22,21772.8,0,42
C29,Owned,Individual,No,X1,5.0,3.0,14,12480.0,0,61
C19,Owned,Individual,No,X5,5.0,3.0,20,23256.0,0,71
C10,Owned,Joint,Yes,X1,15.0,3.0,18,30976.0,0,67
C11,Owned,Joint,Yes,X3,15.0,3.0,9,24835.2,1,69
C15,Owned,Joint,Yes,X3,2.0,2.0,22,15456.0,0,32
C11,Rented,Individual,No,X1,5.0,3.0,19,5064.0,0,23
C10,Owned,Joint,Yes,X2,9.0,3.0,14,24102.4,1,71
C19,Rented,Individual,No,X2,10.0,1.0,6,9646.0,0,32
C3,Owned,Joint,Yes,X4,8.0,3.0,18,16128.0,1,39
C1,Owned,Joint,Yes,X1,1.0,1.0,19,17940.0,0,57
C20,Owned,Individual,No,X4,6.0,3.0,22,13176.0,0,57
C3,Rented,Individual,No,X1,2.0,3.0,18,3834.0,0,23
C2,Owned,Individual,No,X7,15.0,4.0,17,13032.0,0,52
C12,Owned,Individual,No,X2,14.0,3.0,19,15216.0,0,54
C1,Rented,Individual,No,X3,8.0,1.0,16,11826.0,0,41
C6,Owned,Individual,No,X2,5.0,3.0,18,19346.0,0,65
C2,Rented,Individual,No,X1,5.0,3.0,22,14060.0,1,37
C5,Rented,Individual,No,X2,5.0,3.0,9,7030.0,1,32
C4,Owned,Individual,No,X3,1.0,3.0,8,10260.0,0,51
C21,Owned,Joint,Yes,X2,4.0,1.0,15,13171.2,1,37
C10,Owned,Individual,No,X3,2.0,3.0,16,11376.0,0,44
C17,Owned,Individual,No,X1,1.0,2.0,1,16968.0,0,57
C3,Owned,Individual,No,X1,4.0,2.0,16,9394.0,0,26
C12,Rented,Individual,No,X3,5.0,3.0,20,20910.0,0,75
C4,Rented,Individual,No,X1,5.0,3.0,12,7896.0,1,28
C1,Owned,Joint,Yes,X1,13.0,3.0,16,28369.6,0,69
C8,Rented,Individual,No,X1,5.0,3.0,20,5664.0,0,23
C12,Rented,Individual,No,X1,15.0,2.0,19,22608.0,0,75
C7,Rented,Individual,No,X1,5.0,3.0,20,9506.0,1,22
C3,Owned,Individual,No,X1,1.0,3.0,22,11264.0,0,30
C2,Rented,Individual,No,X1,8.0,3.0,3,8624.0,0,30
C19,Owned,Individual,No,X2,6.0,2.0,22,8352.0,1,29
C32,Rented,Individual,No,X3,5.0,3.0,13,4568.0,1,21
C17,Rented,Individual,No,X2,10.0,2.0,1,14300.0,0,58
C11,Rented,Individual,No,X6,2.0,2.0,20,11628.0,0,35
C8,Owned,Joint,Yes,X1,12.0,3.0,18,33156.0,1,72
C29,Rented,Individual,No,X3,3.0,3.0,21,7924.0,0,29
C1,Owned,Individual,No,X1,5.0,1.0,19,20190.0,0,67
C1,Rented,Individual,No,X4,6.0,4.0,12,19380.0,0,56
C1,Owned,Individual,No,X1,5.0,3.0,21,14352.0,0,71
C3,Rented,Individual,No,X1,5.0,3.0,2,14278.0,0,44
C19,Rented,Individual,No,X1,1.0,1.0,12,7368.0,0,25
C1,Rented,Individual,No,X2,15.0,2.0,16,21658.0,1,73
C5,Rented,Individual,No,X1,3.0,2.0,20,15840.0,0,65
C3,Owned,Individual,No,X3,5.0,3.0,12,5660.0,0,23
C9,Owned,Individual,No,X2,8.0,4.0,22,16744.0,1,67
C1,Owned,Individual,No,X1,15.0,1.0,18,13540.0,0,54
C26,Owned,Individual,No,X2,1.0,4.0,9,15444.0,0,70
C26,Rented,Individual,No,X3,8.0,2.0,12,16120.0,0,74
C8,Owned,Individual,No,X1,6.0,3.0,22,10038.0,0,29
C16,Owned,Joint,Yes,X1,14.0,3.0,19,26124.0,0,75
C1,Rented,Individual,No,X1,5.0,3.0,18,7150.0,0,25
C1,Rented,Joint,Yes,X1,1.0,4.0,22,8328.0,1,25
C15,Rented,Joint,Yes,X2,4.0,2.0,17,16256.0,0,40
C7,Owned,Individual,No,X5,6.0,2.0,20,19320.0,0,75
C12,Rented,Individual,No,X3,5.0,3.0,16,7000.0,1,27
C1,Owned,Individual,No,X1,9.0,3.0,7,13024.0,0,55
C1,Owned,Individual,No,X9,5.0,3.0,19,13600.0,0,38
C1,Owned,Individual,No,X3,11.0,3.0,7,14496.0,1,61
C1,Owned,Individual,No,X1,6.0,4.0,5,22176.0,0,75
